isbn,original_title,original_publication_year,authors,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
451528557,The Time Machine,1895.0,"H.G. Wells, Greg Bear, Carlo Pagetti",3570,16119,81773,118129,84139
849946158,,2010.0,"Todd Burpo, Lynn Vincent",9291,15024,44510,68399,105794
385751060,The Boy in the Striped Pyjamas,2006.0,John Boyne,5297,13562,54987,121193,130362
1892295490,Heart of Darkness,1899.0,Joseph Conrad,25591,42946,84433,88608,66813
044654759X,Safe Haven,2010.0,Nicholas Sparks,3010,9496,45461,91240,125767
1582701709,The Secret,2006.0,Rhonda Byrne,23328,26321,55785,61698,83813
60987561,I Know This Much Is True ,1998.0,Wally Lamb,4430,9972,39899,86909,116398
1416524347,Pet Sematary,1983.0,Stephen King,4584,17315,73475,102744,95635
671021001,She's Come Undone,1992.0,Wally Lamb,10224,20064,59412,91423,87801
756404738,The Wise Man's Fear,2011.0,Patrick Rothfuss,1486,4018,17932,66415,192498
440241901,Can You Keep a Secret?,2003.0,Sophie Kinsella,8003,19319,76244,101810,88425
1442403543,City of Fallen Angels,2011.0,Cassandra Clare,4306,16000,64499,120426,167936
743418174,Good in Bed,2001.0,Jennifer Weiner,12137,20336,66587,84488,68757
380018179,The Thorn Birds,1977.0,Colleen McCullough,2889,9117,42299,85531,126990
60530928,The Graveyard Book,2008.0,"Neil Gaiman, Dave McKean",5515,12566,53668,120830,132872
1451681739,The Light Between Oceans,2012.0,M.L. Stedman,3432,11985,56557,124430,92030
439709105,Tintenherz,2003.0,"Cornelia Funke, Anthea Bell",8524,22966,71494,98625,99805
91883768,Who Moved My Cheese?,1998.0,"Spencer Johnson, Kenneth H. Blanchard",12161,23384,61934,77196,78459
307279464,A Walk in the Woods,1997.0,Bill Bryson,3553,10293,50487,104690,95426
553279378,I Know Why the Caged Bird Sings,1969.0,Maya Angelou,4969,9937,42472,95531,131539
61950726,Orphan Train,2013.0,Christina Baker Kline,1703,6769,42434,116003,97059
1442416866,City of Lost Souls,2012.0,Cassandra Clare,3341,10329,43333,97947,172919
316204277,"Where'd You Go, Bernadette",2012.0,Maria Semple,4080,13047,59489,119361,72176
375806814,Where the Red Fern Grows,1961.0,Wilson Rawls,6585,15232,53560,89699,115103
60557818,Neverwhere,1996.0,Neil Gaiman,3126,9628,46996,113506,128484
571224385,Nesnesitelná lehkost bytí,1984.0,"Milan Kundera, Michael Henry Heim",4894,12964,42199,84519,103404
,,2013.0,Rainbow Rowell,8626,16973,60097,121431,164603
552135399,A Prayer for Owen Meany,1989.0,John Irving,4679,9761,33669,76223,122120
316182540,White Oleander,1999.0,Janet Fitch,3765,13598,60133,94893,81887
039925675X,Legend,2011.0,Marie Lu,5069,11608,48677,106122,146996
743496728,Nineteen Minutes,2007.0,Jodi Picoult,2852,9629,46237,94104,98871
1401323251,The Last Lecture,2008.0,"Randy Pausch, Jeffrey Zaslow",3004,8851,35547,76621,124120
812511816,The Eye of the World,1990.0,Robert Jordan,6163,11298,38946,88024,128552
61150142,The Pact,1998.0,Jodi Picoult,3586,11789,50494,85430,84060
60764902,The magician's nephew,1953.0,C.S. Lewis,3168,14602,69051,105375,111374
595440096,Still Alice,2007.0,Lisa Genova,1178,4249,28642,96615,114387
425263916,Reflected in You,2012.0,Sylvia Day,2923,8651,33911,74587,147536
375814248,James and the Giant Peach,1961.0,"Roald Dahl, Quentin Blake",4235,13199,65762,104078,102463
446696617,1st To Die,2001.0,James Patterson,4464,10087,48616,83796,95465
345453743,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,1996.0,Douglas Adams,2657,6328,26431,66655,136349
340896965,One Day,2009.0,David Nicholls,8632,21291,59874,86793,70462
60775858,,1947.0,"Margaret Wise Brown, Clement Hurd",4998,10298,37146,59629,140607
61969559,I Am Number Four,2010.0,Pittacus Lore,6538,17766,58268,90409,97214
140275363,Ἰλιάς,-750.0,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",7701,20845,68844,89384,86791
316228532,The Casual Vacancy,2012.0,J.K. Rowling,24583,38326,74611,75741,41200
385339690,The Runaway Jury,1996.0,John Grisham,1613,8950,56426,90284,69588
316777730,Naked,1997.0,David Sedaris,2631,7051,37023,81934,76127
375840400,Eldest,2005.0,Christopher Paolini,5483,16680,58948,95907,97041
140621679,The Wonderful Wizard of Oz,1900.0,"L. Frank Baum, W.W. Denslow",4197,13653,65910,95948,99692
000720230X,Prince Caspian: The Return to Narnia,1951.0,C.S. Lewis,2399,12145,68026,101461,89038
,We Were Liars,2014.0,E. Lockhart,9074,22616,68468,102385,96237
450031063,Salem's Lot,1975.0,Stephen King,2713,11724,57171,89196,85556
679785892,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,1971.0,"Hunter S. Thompson, Ralph Steadman",4730,11381,42362,84094,99573
1416975888,Clockwork Prince,2011.0,Cassandra Clare,3420,6235,29508,85633,203223
62268341,Yes Please,2014.0,Amy Poehler,8886,19000,69227,96483,80627
743477553,"The Tragedy of Othello, The Moor of Venice",1603.0,William Shakespeare,4281,16576,64922,92076,78902
1400033411,Beloved,1987.0,Toni Morrison,12441,21409,53863,79915,77470
015206396X,Graceling,2008.0,Kristin Cashore,6773,13946,48894,99939,127078
439206472,The Bad Beginning,1999.0,"Lemony Snicket, Brett Helquist",6701,18612,70767,102585,96359
449213943,Im Westen nichts Neues,1929.0,"Erich Maria Remarque, A.W. Wheen",7646,17740,55908,90874,93621
679805273,"Oh, the Places You'll Go!",1990.0,Dr. Seuss,3615,8150,33869,63795,150573
159463176X,And The Mountains Echoed,2012.0,Khaled Hosseini,2049,9146,45985,93953,77983
345404475,Do Androids Dream of Electric Sheep?,1968.0,"Philip K. Dick, Roger Zelazny",2097,8453,45683,100794,87981
141439742,Oliver Twist,1838.0,"Charles Dickens, George Cruikshank, Philip Horne",4766,15425,65342,96135,71495
60652896,A Grief Observed,1942.0,C.S. Lewis,4524,8925,34444,75279,114997
525423273,Anna and the French Kiss,2010.0,Stephanie Perkins,10602,14781,46011,84323,129627
7173040,How the Grinch Stole Christmas!,1957.0,Dr. Seuss,3438,7227,32673,63395,149394
1401207928,V for Vendetta,1990.0,"Alan Moore, David   Lloyd",3564,6593,29496,73094,107893
743223136,John Adams,2001.0,David McCullough,11255,10372,30772,70601,97127
553384287,Odd Thomas,2003.0,Dean Koontz,10963,12869,39433,65984,84646
679879250,The Subtle Knife,1997.0,Philip Pullman,3905,11486,47802,96998,110594
439488400,Stargirl,2000.0,Jerry Spinelli,9710,22399,62918,76059,74229
1423113381,The Red Pyramid,2010.0,Rick Riordan,4565,12571,46486,78216,101051
441788386,Stranger in a Strange Land,1961.0,Robert A. Heinlein,10416,16204,45343,69937,87322
965904830,Dress Your Family in Corduroy and Denim,2004.0,David Sedaris,2483,6620,37230,82749,75165
141311371,The BFG,1982.0,"Roald Dahl, Quentin Blake",2987,7906,42480,86105,124891
076790818X,A Short History of Nearly Everything,2003.0,Bill Bryson,3514,7196,29992,71534,94131
439227143,The Call of the Wild,1903.0,Jack London,6366,16636,62853,90382,72558
385738773,The Death Cure,2011.0,James Dashner,6731,23270,68067,84128,74988
61142026,Stardust,1999.0,Neil Gaiman,2959,10183,52599,109208,102235
618485228,The Namesake,2003.0,Jhumpa Lahiri,1926,8889,42552,81043,58493
670022411,A Discovery of Witches,2011.0,Deborah Harkness,9304,16503,43523,79322,101083
375704027,ノルウェイの森 [Noruwei no Mori],1987.0,"Haruki Murakami, Jay Rubin",2927,10416,41293,87041,76140
446672211,Where the Heart Is,1995.0,Billie Letts,2053,8967,48023,79147,72178
525421580,"Will Grayson, Will Grayson",2010.0,"John Green, David Levithan",8039,18868,60009,87132,80257
307276902,A Million Little Pieces,2003.0,James Frey,9619,18950,51504,63727,46131
1595141758,Frostbite,2008.0,Richelle Mead,2851,7224,36392,84199,139399
307352145,Quiet: The Power of Introverts in a World that Can't Stop Talking,2012.0,Susan Cain,5116,10093,39869,82757,83894
440439884,Island of the Blue Dolphins,1960.0,Scott O'Dell,8175,19308,61975,80520,75990
142437336,The Crucible,1953.0,"Arthur Miller, Christopher Bigsby",9010,29173,80661,83304,51094
689840926,Hatchet,1986.0,Gary Paulsen,12070,22390,59179,73180,65144
076531178X,Mistborn : The Final Empire,2006.0,Brandon Sanderson,1783,4008,20554,76611,136037
451528956,The Strange Case of Dr Jekyll and Mr Hyde,1886.0,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",2939,16110,76470,100514,63619
679889108,The Lorax,1971.0,Dr. Seuss,3193,6884,29815,57259,133212
810993139,Greg Heffley's Journal,2004.0,Jeff Kinney,10196,18564,53471,69722,111316
1599906953,Throne of Glass,2012.0,Sarah J. Maas,8471,12115,41710,96202,169367
1595141979,Shadow Kiss,2008.0,Richelle Mead,2876,6532,32789,78293,158473
684803356,For Whom the Bell Tolls,1940.0,Ernest Hemingway,4578,11772,43122,75680,71067
345505336,Hotel on the Corner of Bitter and Sweet,2009.0,Jamie Ford,2345,9368,44408,88468,66747
140120831,Das Parfum. Die Geschichte eines Mörders,1985.0,"Patrick Süskind, John E. Woods",5659,12862,41804,78658,83771
60838582,Fast Food Nation : The Dark Side of the All-American Meal ,2001.0,Eric Schlosser,7881,12314,47602,69009,46555
747599874,The Tales of Beedle the Bard,2007.0,J.K. Rowling,3019,15025,69367,103350,128346
441569595,Neuromancer,1984.0,William Gibson,9313,14728,40328,65376,72672
99910101,A Farewell to Arms,1929.0,Ernest Hemingway,6224,16181,50604,77096,57418
553212281,The Tell-Tale Heart,1843.0,Edgar Allan Poe,2456,6438,33803,70786,84153
1590302257,孫子兵法 [Sūnzi bīngfǎ],-500.0,"Sun Tzu, Thomas Cleary",2930,11589,48265,70644,70520
385344228,Defending Jacob,2012.0,William Landay,2777,8608,42024,87107,61550
385334206,Breakfast of Champions,1973.0,Kurt Vonnegut Jr.,2137,7189,34421,72558,70872
874774241,Drawing on the Right Side of the Brain,1979.0,Betty Edwards,16846,16544,44024,56358,90678
60838728,Bel Canto,2001.0,Ann Patchett,4523,13395,43193,71190,67955
739467352,"Guns, Germs, and Steel: The Fates of Human Societies",1997.0,Jared Diamond,4352,9752,35299,68549,67491
375508414,Fried Green Tomatoes at the Whistle Stop Cafe,1987.0,Fannie Flagg,1259,4353,31358,79626,99690
385474547,Things Fall Apart,1958.0,Chinua Achebe,9494,22041,59144,74584,48097
385338694,The Undomestic Goddess,2005.0,Sophie Kinsella,4985,13344,56048,75290,59694
1881273156,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,1990.0,Gary Chapman,2672,6275,29306,63108,94077
,Les Trois Mousquetaires,1844.0,Alexandre Dumas,2176,8195,46090,83254,81766
1416589643,The Other Hand,2008.0,Chris Cleave,5111,16849,54949,77107,43937
031253275X,Evermore,2009.0,Alyson Noel,16941,29301,59174,59075,71213
590032496,The Witches,1983.0,"Roald Dahl, Quentin Blake",3156,7583,40191,79598,103617
743298020,The Thirteenth Tale,2006.0,Diane Setterfield,4510,12847,49274,85569,76402
1595142509,Spirit Bound,2010.0,Richelle Mead,2755,5907,26981,66097,133336
1595141987,Blood Promise,2009.0,Richelle Mead,2186,6182,30711,70250,135047
446676071,Message in a Bottle,1998.0,Nicholas Sparks,4500,11979,44190,59999,71333
345521307,The Paris Wife,2011.0,Paula McLain,3575,12959,53900,89887,47269
545044251,Complete Harry Potter Boxed Set,1998.0,J.K. Rowling,1105,1285,7020,30666,164049
62059963,The Elite,2013.0,Kiera Cass,4780,15546,53644,91201,104645
156001314,Il nome della rosa,1980.0,"Umberto Eco, William Weaver, Seán Barrett",4575,10031,36282,79311,94775
1416914633,Go Ask Alice,1971.0,"Beatrice Sparks, Anonymous",7940,18269,51957,63188,64200
802130208,A Confederacy of Dunces,1980.0,"John Kennedy Toole, Walker Percy",10993,15078,31369,54306,73645
158049580X,The Importance of Being Earnest,1895.0,Oscar Wilde,2127,7457,38513,85492,98667
1423140605,The Mark of Athena,2012.0,Rick Riordan,2771,4480,26318,77876,182141
60855924,The Colour of Magic,1983.0,Terry Pratchett,3601,11554,50463,81295,78701
1400079276,海辺のカフカ [Umibe no Kafuka],2002.0,"Haruki Murakami, Philip Gabriel",2593,7557,30809,75564,78842
525945563,Red Dragon,1981.0,Thomas Harris,3012,7790,43235,80662,70734
553803700,"I, Robot",1950.0,Isaac Asimov,1221,5332,35107,82535,86024
451216954,Dark Lover,2005.0,J.R. Ward,6659,10012,33160,64879,123923
1416989439,Crescendo,2010.0,Becca Fitzpatrick,5296,13835,43129,68217,103563
61726818,Before I Fall,2010.0,Lauren Oliver,6283,15320,50933,79050,80973
679457313,The God of Small Things,1997.0,Arundhati Roy,5833,12631,37349,61880,64434
670024783,The Invention of Wings,2014.0,Sue Monk Kidd,1466,4021,25745,80524,82018
141043768,What Alice Forgot,2009.0,Liane Moriarty,1599,6071,38562,93941,65605
553380168,A Brief History of Time: From the Big Bang to Black Holes,1987.0,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",2487,6028,30632,70364,71899
525951652,Fall of Giants,2010.0,Ken Follett,2009,5158,24893,68375,90043
1439148503,Under the Dome,2009.0,Stephen King,4863,12998,44938,74323,64200
553380958,Snow Crash,1992.0,Neal Stephenson,7982,10158,29605,61336,78211
670061050,Just Listen,2006.0,Sarah Dessen,3665,10143,40684,68323,85115
525467564,Winnie-the-Pooh,1926.0,"A.A. Milne, Ernest H. Shepard",2636,5254,28148,60427,118748
62060554,Before I Go to Sleep,2011.0,S.J. Watson,3703,12436,51695,84940,60362
1420925539,A Study in Scarlet,1887.0,Arthur Conan Doyle,2318,5550,38107,85345,88795
375826726,Brisingr,2008.0,Christopher Paolini,4273,13094,44147,75689,89738
310276993,The Purpose Driven Life: What on Earth am I Here For?,2002.0,Rick Warren,9635,13051,34305,48395,71077
312360282,Betrayed: a House of Night Novel,2007.0,"P.C. Cast, Kristin Cast",6222,15443,47467,62243,81886
451457811,Storm Front,2000.0,Jim Butcher,3325,9842,45940,80371,79964
1593082649,Northanger Abbey,1817.0,"Jane Austen, Alfred MacAdam",4132,15938,65157,84363,62709
399162410,The 5th Wave,2013.0,Rick Yancey,6176,13097,47631,98816,121820
802142842,Cold Mountain,1997.0,Charles Frazier,6078,14021,43914,68143,57981
60245867,If You Give a Mouse a Cookie,1985.0,"Laura Joffe Numeroff, Felicia Bond",3208,7772,32336,50573,104889
312323867,Something Blue,2005.0,Emily Giffin,2164,9144,44161,68226,54834
822210894,A Streetcar Named Desire,1947.0,Tennessee Williams,3436,11347,45238,74929,72033
751537284,The Historian,2005.0,Elizabeth Kostova,8554,18768,48197,68781,63229
385353308,Station Eleven,2014.0,Emily St. John Mandel,4039,8449,33537,77755,65600
1476738017,En man som heter Ove,2012.0,"Fredrik Backman, Henning Koch",2589,5734,25138,81377,128602
1406321346,Clockwork Princess,2013.0,Cassandra Clare,1935,3804,16964,49313,175968
1416500189,The Good Earth,1931.0,Pearl S. Buck,5262,11487,38413,67056,71187
140135154,Ways of Seeing,1972.0,John Berger,13276,13342,32193,39251,58797
385335970,Dragonfly in Amber,1992.0,Diana Gabaldon,1200,4958,27491,70976,106364
,,1611.0,Anonymous,10011,6802,11712,14338,128731
743495667,In Her Shoes,2002.0,Jennifer Weiner,3345,11596,50482,64358,44557
345368584,The Hobbit,1989.0,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",991,2180,14437,43107,98720
1594489580,The Brief Wondrous Life of Oscar Wao,2007.0,Junot Díaz,5212,12924,37298,67080,58610
61120065,Their Eyes Were Watching God,1937.0,Zora Neale Hurston,5743,14231,44676,69779,63835
439321603,Fantastic Beasts and Where to Find Them,2001.0,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2847,13155,52573,64027,76863
316322407,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2012.0,"Malala Yousafzai, Christina Lamb",7433,9470,38518,77944,94485
141439807,Mansfield Park,1814.0,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",4183,14784,59163,82001,64336
080701429X,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,1946.0,Viktor E. Frankl,2161,4948,23224,59644,103774
670038601,In the Woods,2007.0,Tana French,6553,15636,51430,77182,50920
618680004,The God Delusion,2006.0,Richard Dawkins,9571,11019,31723,60769,63692
525422943,Where She Went,2011.0,Gayle Forman,2856,10629,43007,76839,85031
345915593,The World According to Garp,1978.0,John Irving,3098,7716,31528,67942,68794
515141429,Killing Floor,1997.0,Lee Child,2652,7160,35471,71953,65467
375757325,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",1719.0,"Daniel Defoe, Gerald McCann, Virginia Woolf",6429,18126,58497,67140,46673
937832383,Il Principe,1513.0,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",4222,14222,49930,63294,50312
440238153,The Amber Spyglass,2000.0,Philip Pullman,4739,11883,39131,70648,91209
765346524,Wizard's First Rule,1994.0,Terry Goodkind,6176,9386,27430,55921,89246
1439153663,The Kitchen House,2010.0,Kathleen Grissom,1830,5689,26149,71058,74551
316769029,Franny and Zooey,1961.0,J.D. Salinger,2841,9398,34950,56515,58993
385720920,Choke,2001.0,Chuck Palahniuk,4541,13841,46314,60868,37399
374528373,Братья Карамазовы,1880.0,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",2339,5887,22752,51450,95707
375822747,The City of Ember,2003.0,Jeanne DuPrau,3684,13227,53014,74561,59599
60541814,The Andromeda Strain,1969.0,Michael Crichton,1599,9379,48894,69876,49169
451933028,The Green Mile,1996.0,Stephen King,725,3044,19770,59813,107757
000100039X,The Prophet,1923.0,Kahlil Gibran,2748,6601,24667,47472,83064
394541553,Maus: A Survivor's Tale : My Father Bleeds History,1985.0,Art Spiegelman,2822,4801,21104,56900,105988
312379838,Untamed: A House of Night Novel,2008.0,"P.C. Cast, Kristin Cast",5701,13859,43080,56984,78726
812550757,Speaker for the Dead,1986.0,Orson Scott Card,1855,8031,36323,70924,65631
684823780,Mere Christianity,1952.0,C.S. Lewis,4215,6220,23223,54958,109817
1400031702,The Secret History,1992.0,Donna Tartt,3685,9750,32410,66858,76893
375725784,A Heartbreaking Work of Staggering Genius,2000.0,Dave Eggers,7877,15434,35148,50148,41172
553381679,The Clan of the Cave Bear,1980.0,Jean M. Auel,3977,10151,37279,63914,72553
439228905,Black Beauty,1877.0,Anna Sewell,3633,11665,47165,62472,70270
192833987,Война и миръ,1869.0,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",4952,9691,31876,60043,86430
679735771,American Psycho,1991.0,Bret Easton Ellis,8639,13632,36830,61550,56458
613371658,The Princess Diaries,2000.0,Meg Cabot,5442,16659,57732,61651,59187
1400034779,The No. 1 Ladies' Detective Agency ,1998.0,Alexander McCall Smith,6389,14860,49558,66723,51728
